"","taxan","gene.ID","t","N","S","dnds","dN","ds","NdN","SdS","lnl","taxa"
"202","1","NC_006127_-_FGF10_CDS","0.048","446.2","177.8","1e-04","0","0.0565","0","10","-1182.725827","GGA"
"203","1","NC_006127_-_SMC5_CDS","0.335","2339.3","744.7","0.4232","0.0841","0.1987","196.7","148","-8573.231876","GGA"
"204","1","NC_006127_-_NUP155_CDS","0.181","2904.8","1091.2","0.0538","0.0104","0.1933","30.2","211","-8570.529674","GGA"
"205","1","NC_006127_-_DMRT1_CDS","0.586","182.6","75.4","0.3546","0.1275","0.3596","23.3","27.1","-717.627483","GGA"
"206","1","NC_006127_-_MCTP1_CDS","0.21","1482.2","530.8","0.174","0.0311","0.1788","46.1","94.9","-4135.836032","GGA"
"207","1","NC_006127_-_KIAA0020_CDS","0.249","1372.6","457.4","0.1788","0.0386","0.2161","53","98.8","-4478.612806","GGA"
"208","1","NC_006127_-_CARNMT1_CDS","0.149","684.7","242.3","0.041","0.007","0.1708","4.8","41.4","-1847.652947","GGA"
"209","1","NC_006127_-_KIF2A_CDS","0.123","1525.6","511.4","0.0531","0.0075","0.1407","11.4","71.9","-3962.528917","GGA"
"210","1","NC_006127_-_SIGLEC15_CDS","0.453","449.5","183.5","0.0868","0.0373","0.4297","16.8","78.9","-1861.210309","GGA"
"211","1","NC_006127_-_RP11-296A16.1_CDS","0.167","912.8","362.2","0.1115","0.0171","0.1532","15.6","55.5","-2950.229438","GGA"
"212","1","NC_006127_-_LOC427416_CDS","0.758","265.2","115.8","0.5512","0.2024","0.3673","53.7","42.5","-1525.544585","GGA"
"213","1","NC_006127_-_SMN_CDS","0.35","568.2","208.8","0.1261","0.0408","0.3234","23.2","67.5","-2077.948211","GGA"
"214","1","NC_006127_-_AQP3_CDS","0.241","614.9","261.1","0.0713","0.0164","0.2308","10.1","60.3","-2145.768896","GGA"
"215","1","NC_006127_-_KLF4_CDS","0.212","413.5","183.5","0.151","0.0259","0.1717","10.7","31.5","-1364.516433","GGA"
"216","1","NC_006127_-_DMRT3_CDS","0.18","687.1","278.9","0.0488","0.009","0.1854","6.2","51.7","-2135.9819","GGA"
"217","1","NC_006127_-_HDHD2_CDS","0.167","552.1","224.9","0.0888","0.0141","0.1583","7.8","35.6","-1958.890839","GGA"
"218","1","NC_006127_-_REEP5_CDS","0.18","276.5","116.5","0.0389","0.0072","0.1852","2","21.6","-818.592012","GGA"
"219","1","NC_006127_-_CHSY3_CDS","0.216","1517.9","555.1","0.1014","0.0214","0.2107","32.4","116.9","-4515.756761","GGA"
"220","1","NC_006127_-_FOXB2_CDS","0.027","252.6","110.4","0.5301","0.007","0.0132","1.8","1.5","-775.39811","GGA"
"221","1","NC_006127_-_F2RL2_CDS","0.157","695.1","276.9","0.1859","0.0233","0.1254","16.2","34.7","-2564.922901","GGA"
"222","1","NC_006127_-_TBC1D2_CDS","0.003","1624.3","550.7","59.0977","0.0014","0","2.2","0","-6432.082257","GGA"
"223","1","NC_006127_-_NDUFAF2_CDS","0.268","188.1","63.9","0.3114","0.0571","0.1835","10.7","11.7","-626.30813","GGA"
"224","1","NC_006127_-_GHR_CDS","0.171","1310.8","492.2","0.2728","0.0331","0.1212","43.3","59.7","-4489.088159","GGA"
"225","1","NC_006127_-_F2R_CDS","0.099","832.5","322.5","0.5084","0.026","0.0511","21.6","16.5","-3319.048493","GGA"
"226","1","NC_006127_-_CCDC152_CDS","0.36","318","96","0.375","0.0865","0.2306","27.5","22.1","-1215.939593","GGA"
"227","1","NC_006127_-_RPL37_CDS","0.141","213.8","77.2","1e-04","0","0.1768","0","13.6","-567.454652","GGA"
"228","1","NC_006127_-_SKP2_CDS","0.287","890.9","342.1","0.1983","0.045","0.2271","40.1","77.7","-3257.63444","GGA"
"229","1","NC_006127_-_VPS13A_CDS","0.207","7087.9","2386.1","0.1515","0.0286","0.1891","203","451.3","-22483.359634","GGA"
"230","1","NC_006127_-_TBCA_CDS","0.229","188.9","63.1","0.0386","0.0106","0.2737","2","17.3","-494.084639","GGA"
"231","1","NC_006127_-_CKS2_CDS","0.508","176.2","60.8","0.0988","0.0507","0.5133","8.9","31.2","-531.101622","GGA"
"232","1","NC_006127_-_CCDC171_CDS","0.251","2618.3","912.7","0.484","0.0656","0.1356","171.8","123.8","-9393.46885","GGA"
"233","1","NC_006127_-_MFSD7_CDS","0.047","933.4","374.6","1.1457","0.0164","0.0143","15.3","5.3","-3526.118393","GGA"
"234","1","NC_006127_-_RPP25L_CDS","0.155","382.9","160.1","0.0721","0.0108","0.1496","4.1","23.9","-1283.104285","GGA"
"235","1","NC_006127_-_NFIB_CDS","0.033","489","213","0.5256","0.0087","0.0166","4.3","3.5","-1214.304914","GGA"
"236","1","NC_006127_-_CZH5ORF63_CDS","0.355","245.4","84.6","0.2918","0.0728","0.2497","17.9","21.1","-864.587725","GGA"
"237","1","NC_006127_-_LPAR1_CDS","0.13","784.4","322.6","0.0086","0.0012","0.1454","1","46.9","-2162.990852","GGA"
"238","1","NC_006127_-_CCNH_CDS","0.298","561.6","197.4","0.191","0.0473","0.2478","26.6","48.9","-1787.568502","GGA"
"239","1","NC_006127_-_PAM_CDS","0.215","2140.5","769.5","0.1168","0.0239","0.2044","51.1","157.3","-6657.553303","GGA"
"240","1","NC_006127_-_ITGA2_CDS","0.192","2587.6","904.4","0.1629","0.0275","0.1689","71.2","152.8","-8586.806858","GGA"
"241","1","NC_006127_-_DNAJC21_CDS","0.337","1121.5","369.5","0.1446","0.0456","0.3151","51.1","116.4","-3762.489071","GGA"
"242","1","NC_006127_-_HMGCR_CDS","0.138","1920.8","722.2","0.0704","0.01","0.1422","19.2","102.7","-5673.853562","GGA"
"243","1","NC_006127_-_PSTPIP2_CDS","0.137","741","261","0.1613","0.0194","0.1203","14.4","31.4","-2419.252037","GGA"
"244","1","NC_006127_-_SNX30_CDS","0.176","865.3","289.7","0.0152","0.0034","0.2243","2.9","65","-2364.595743","GGA"
"245","1","NC_006127_-_BDP1L_CDS","0.426","4500.6","1547.4","0.5583","0.118","0.2114","531.2","327.2","-19087.556803","GGA"
"246","1","NC_006127_-_PAPD4_CDS","0.348","1086.5","404.5","0.6608","0.1019","0.1542","110.7","62.4","-3609.24427","GGA"
"247","1","NC_006127_-_TRAPPC13_CDS","0.172","872.1","312.9","0.0277","0.0056","0.2018","4.9","63.1","-2332.020014","GGA"
"248","1","NC_006127_-_THAP1_CDS","0.124","331.4","124.6","0.0309","0.0043","0.1394","1.4","17.4","-1025.076796","GGA"
"249","1","NC_006127_-_LPPR1_CDS","0.097","714.6","260.4","0.0242","0.0028","0.1139","2","29.6","-1888.067011","GGA"
"250","1","NC_006127_-_CD72AGL_CDS","0.923","443.4","192.6","0.3869","0.2078","0.5372","92.1","103.5","-2527.722089","GGA"
"251","1","NC_006127_-_PLCXD3_CDS","0.19","637.2","229.8","0.0791","0.0155","0.1964","9.9","45.1","-1775.122672","GGA"
"252","1","NC_006127_-_JMY_CDS","0.137","1653","621","0.1021","0.0134","0.1316","22.2","81.7","-5079.969046","GGA"
"253","1","NC_006127_-_RXFP3_CDS","0.196","747.1","347.9","0.1536","0.0238","0.1548","17.8","53.8","-2889.917868","GGA"
"254","1","NC_006127_-_THBS4_CDS","0.209","1823.6","711.4","0.1495","0.0268","0.1796","48.9","127.7","-5827.436898","GGA"
"255","1","NC_006127_-_PTBP3_CDS","0.359","1035.9","386.1","0.5672","0.0991","0.1747","102.6","67.4","-3536.902346","GGA"
"256","1","NC_006127_-_CNTLN_CDS","0.73","1075.2","307.8","0.8868","0.2366","0.2669","254.4","82.1","-3929.299765","GGA"
"257","1","NC_006127_-_FRMPD1_CDS","0.891","1348.7","535.3","0.2315","0.1529","0.6604","206.2","353.5","-5826.335045","GGA"
"258","1","NC_006127_-_PAX5_CDS","0.238","796","338","0.0265","0.0066","0.251","5.3","84.8","-2360.459504","GGA"
"259","1","NC_006127_-_XRCC4_CDS","0.26","741.7","248.3","0.3391","0.0581","0.1714","43.1","42.6","-2883.542892","GGA"
"260","1","NC_006127_-_HOMER1_CDS","0.082","799.3","262.7","1e-04","0","0.11","0","28.9","-1883.625689","GGA"
"261","1","NC_006127_-_FANCC_CDS","0.043","1206.2","455.8","0.5511","0.0117","0.0213","14.2","9.7","-4437.486035","GGA"
"262","1","NC_006127_-_FSD1L_CDS","0.318","1080","396","0.266","0.0608","0.2288","65.7","90.6","-3771.062894","GGA"
"263","1","NC_006127_-_KCMF1_CDS","0.065","704.9","285.1","0.1217","0.007","0.0577","5","16.5","-1759.454457","GGA"
"264","1","NC_006127_-_EDIL3_CDS","0.095","1007.4","369.6","0.0433","0.0046","0.1053","4.6","38.9","-2976.067742","GGA"
"265","1","NC_006127_-_YTHDC2_CDS","0.267","2996.7","1119.3","0.2409","0.0479","0.1987","143.5","222.5","-9688.57157","GGA"
"266","1","NC_006127_-_HSD17B4_CDS","0.169","1606.8","550.2","0.1129","0.0187","0.166","30.1","91.3","-5228.423337","GGA"
"267","1","NC_006127_-_PTGER4_CDS","0.203","958.2","424.8","0.1121","0.0197","0.1761","18.9","74.8","-3267.732875","GGA"
"268","1","NC_006127_-_CDC37L1_CDS","0.229","617.7","213.3","0.2212","0.0401","0.1811","24.7","38.6","-2009.792596","GGA"
"269","1","NC_006127_-_TSTD2_CDS","0.022","949.3","364.7","0.5104","0.0058","0.0113","5.5","4.1","-3493.678222","GGA"
"270","1","NC_006127_-_SLC25A51_CDS","1.437","593.9","246.1","0.0534","0.0773","1.4482","45.9","356.4","-2225.021493","GGA"
"271","1","NC_006127_-_LYRM7_CDS","0.065","242.1","75.9","251.8706","0.0285","1e-04","6.9","0","-896.213244","GGA"
"272","1","NC_006127_-_GOLPH3_CDS","0.066","476.7","192.3","0.0296","0.0021","0.071","1","13.7","-1291.172644","GGA"
"273","1","NC_006127_-_PTPRD_CDS","0.097","4102.5","1522.5","0.0305","0.0034","0.11","13.8","167.5","-10724.275855","GGA"
"274","1","NC_006127_-_LOC101750393_CDS","0.604","1400.9","657.1","0.2038","0.0896","0.4395","125.5","288.8","-6572.998361","GGA"
"275","1","NC_006127_-_C1QTNF3_CDS","0.079","545.6","192.4","0.0395","0.0036","0.0912","2","17.5","-1496.905845","GGA"
"276","1","NC_006127_-_APBA1_CDS","0.168","1786.2","682.8","0.0209","0.004","0.1923","7.2","131.3","-5136.889874","GGA"
"277","1","NC_006127_-_HSPB3_CDS","0.237","291.1","113.9","0.124","0.0264","0.2132","7.7","24.3","-1007.35942","GGA"
"278","1","NC_006127_-_DCP2_CDS","0.181","870.8","317.2","0.1492","0.0239","0.1604","20.8","50.9","-2555.628285","GGA"
"279","1","NC_006127_-_RAB3C_CDS","0.06","266.3","105.7","0.1487","0.0076","0.0509","2","5.4","-732.690351","GGA"
"280","1","NC_006127_-_POLR1E_CDS","0.244","860","328","0.2972","0.0492","0.1656","42.3","54.3","-3503.572709","GGA"
"281","1","NC_006127_-_KDM4C_CDS","0.209","1933.3","676.7","0.2961","0.0432","0.1457","83.4","98.6","-6267.576647","GGA"
"282","1","NC_006127_-_CDK7_CDS","50","656.7","225.3","0.0086","0.5485","63.6386","360.2","14339.8","-2642.961041","GGA"
"283","1","NC_006127_-_NPR1_CDS","0.15","1526.3","555.7","0.1779","0.0223","0.1255","34.1","69.8","-4901.676039","GGA"
"284","1","NC_006127_-_RMI1_CDS","0.352","1342.4","487.6","0.319","0.0748","0.2344","100.4","114.3","-5244.434306","GGA"
"285","1","NC_006127_-_TMEM161B_CDS","0.123","1023.7","401.3","0.0758","0.0092","0.1216","9.4","48.8","-2873.927885","GGA"
"286","1","NC_006127_-_SLC30A5_CDS","0.147","1607.5","606.5","0.0377","0.0061","0.1628","9.9","98.7","-4752.636079","GGA"
"287","1","NC_006127_-_IDNK_CDS","0.069","310.2","106.8","0.8596","0.0222","0.0259","6.9","2.8","-1190.050496","GGA"
"288","1","NC_006127_-_PDE6B_CDS","0.164","1861.9","637.1","0.0407","0.0078","0.1912","14.5","121.8","-5610.656016","GGA"
"289","1","NC_006127_-_DENND4C_CDS","0.173","4195.5","1603.5","0.142","0.0215","0.1518","90.4","243.3","-13878.525438","GGA"
"290","1","NC_006127_-_CENPK_CDS","0.05","611.9","174.1","0.2439","0.0099","0.0407","6.1","7.1","-2223.443415","GGA"
"291","1","NC_006127_-_MAN2A1_CDS","0.178","2444.6","873.4","0.1455","0.0233","0.1603","57","140","-7430.601202","GGA"
"292","1","NC_006127_-_ST8SIA5_CDS","0.224","790.4","310.6","0.0303","0.0074","0.2455","5.9","76.3","-2273.600914","GGA"
"293","1","NC_006127_-_FBXL17_CDS","0.196","473.5","168.5","0.0378","0.0085","0.2253","4","38","-1399.68768","GGA"
"294","1","NC_006127_-_SETBP1_CDS","0.159","2415.3","908.7","0.1181","0.0174","0.1477","42.1","134.2","-7398.42514","GGA"
"295","1","NC_006127_-_TYRP1_CDS","0.217","1155.1","452.9","0.1154","0.0229","0.1983","26.4","89.8","-3817.503299","GGA"
"296","1","NC_006127_-_DEPDC1B_CDS","0.21","1121.2","417.8","0.1008","0.0205","0.203","22.9","84.8","-3773.991932","GGA"
"297","1","NC_006127_-_RAI14_CDS","0.189","2127.3","710.7","0.182","0.0297","0.1631","63.2","115.9","-6982.674833","GGA"
"298","1","NC_006127_-_GAK_CDS","0.203","2632.2","985.8","0.0995","0.0196","0.1967","51.5","193.9","-8418.997046","GGA"
"299","1","NC_006127_-_PPIP5K2_CDS","0.115","2764.9","982.1","0.0643","0.0079","0.1235","22","121.3","-7523.729582","GGA"
"300","1","NC_006127_-_PDZD2_CDS","0.24","5182.5","2068.5","0.2429","0.0424","0.1744","219.5","360.7","-20173.732365","GGA"
"301","1","NC_006127_-_NRG1_CDS","0.152","977.9","390.1","0.0674","0.0103","0.1523","10","59.4","-3050.919287","GGA"
"302","1","NC_006127_-_IER3IP1_CDS","0.275","168.1","68.9","0.0756","0.0201","0.2659","3.4","18.3","-556.064756","GGA"
"303","1","NC_006127_-_CTC-554D6.1_CDS","0.134","6247.7","2251.3","0.1287","0.016","0.1244","100.1","280.2","-18095.452523","GGA"
"304","1","NC_006127_-_PPWD1_CDS","0.146","1255.9","439.1","0.0127","0.0023","0.1809","2.9","79.4","-3291.17302","GGA"
"305","1","NC_006127_-_PELO_CDS","0.246","803.7","351.3","0.0159","0.0041","0.26","3.3","91.4","-2449.496809","GGA"
"306","1","NC_006127_-_C9ORF85_CDS","0.309","370.1","124.9","0.2008","0.0513","0.2556","19","31.9","-1293.214244","GGA"
"307","1","NC_006127_-_UBE2R2_CDS","0.027","335.7","138.3","1e-04","0","0.0303","0","4.2","-875.276035","GGA"
"308","1","NC_006127_-_LINGO2_CDS","0.102","1276.1","529.9","0.0628","0.0063","0.1005","8.1","53.3","-3789.135377","GGA"
"309","1","NC_006127_-_HABP4_CDS","0.427","576.7","209.3","0.6244","0.1228","0.1966","70.8","41.2","-2077.5423","GGA"
"310","1","NC_006127_-_GBA2_CDS","0.412","1641.7","719.3","0.1298","0.0452","0.3479","74.2","250.3","-6064.304248","GGA"
"311","1","NC_006127_-_PRDM6_CDS","0.185","842.8","342.2","0.0231","0.0047","0.2019","3.9","69.1","-2223.257247","GGA"
"312","1","NC_006127_-_PGM5_CDS","0.112","1054.2","388.8","0.0495","0.0061","0.1225","6.4","47.6","-3018.14568","GGA"
"313","1","NC_006127_-_NTRK2_CDS","0.116","686.1","249.9","0.0958","0.011","0.115","7.6","28.7","-1976.42581","GGA"
"314","1","NC_006127_-_RORB_CDS","0.077","987","387","0.0115","0.001","0.0881","1","34.1","-2486.503559","GGA"
"315","1","NC_006127_-_AGXT2_CDS","0.201","1074.1","398.9","0.1539","0.0269","0.1751","28.9","69.8","-3606.63254","GGA"
"316","1","NC_006127_-_RASEF_CDS","0.222","1178.3","402.7","0.0951","0.0216","0.2275","25.5","91.6","-3547.843711","GGA"
"317","1","NC_006127_-_LOC427201_CDS","0.285","2838","1005","0.2278","0.0504","0.221","142.9","222.1","-10532.592976","GGA"
"318","1","NC_006127_-_PHAX_CDS","0.622","774.1","254.9","0.0497","0.0362","0.7276","28","185.5","-2649.055284","GGA"
"319","1","NC_006127_-_IL31RA_CDS","0.321","1592.2","513.8","0.414","0.0796","0.1923","126.8","98.8","-6549.394647","GGA"
"320","1","NC_006127_-_RP11-145E5.5_CDS","0.209","242.4","75.6","0.0145","0.0041","0.2798","1","21.2","-680.785295","GGA"
"321","1","NC_006127_-_AK3_CDS","0.126","490","191","0.2681","0.0237","0.0884","11.6","16.9","-1707.210584","GGA"
"322","1","NC_006127_-_SYK_CDS","0.179","1337.4","468.6","0.0691","0.0132","0.1915","17.7","89.8","-4123.420452","GGA"
"323","1","NC_006127_-_LOC427259_CDS","0.242","275.4","96.6","0.1487","0.0325","0.2186","9","21.1","-812.852153","GGA"
"324","1","NC_006127_-_TESK1_CDS","0.335","904.1","415.9","0.1818","0.0462","0.2544","41.8","105.8","-3515.574334","GGA"
"325","1","NC_006127_-_TTC39B_CDS","0.129","1228.3","433.7","0.1259","0.0152","0.1211","18.7","52.5","-3485.275782","GGA"
"326","1","NC_006127_-_AKAP2_CDS","0.204","1836.4","695.6","0.2305","0.0355","0.1541","65.2","107.2","-6571.815069","GGA"
"327","1","NC_006127_-_CZH18ORF25_CDS","0.17","854.4","360.6","0.2455","0.0297","0.1208","25.3","43.6","-2775.365866","GGA"
"328","1","NC_006127_-_GDA_CDS","0.232","1000.6","349.4","0.1716","0.0344","0.2002","34.4","70","-3333.561297","GGA"
"329","1","NC_006127_-_FKTN_CDS","0.189","1006.7","376.3","0.0788","0.015","0.1908","15.1","71.8","-3054.398785","GGA"
"330","1","NC_006127_-_PIAS2_CDS","0.148","606.7","242.3","0.0203","0.0033","0.1641","2","39.8","-1787.529524","GGA"
"331","1","NC_006127_-_SPEF2_CDS","0.255","996.6","308.4","0.3828","0.0615","0.1606","61.3","49.5","-3961.816137","GGA"
"332","1","NC_006127_-_UTP15_CDS","0.211","1132.9","424.1","0.083","0.0175","0.211","19.8","89.5","-3918.228803","GGA"
"333","1","NC_006127_-_TMEM38B_CDS","0.201","547.3","211.7","0.2824","0.0392","0.1387","21.4","29.4","-2019.542205","GGA"
"334","1","NC_006127_-_PRRC1_CDS","0.171","861.4","371.6","0.2041","0.0261","0.128","22.5","47.6","-3132.913731","GGA"
"335","1","NC_006127_-_FOCAD_CDS","0.236","3114.8","1175.2","0.1928","0.0367","0.1903","114.3","223.6","-10894.562116","GGA"
"336","1","NC_006127_-_CCBE1_CDS","0.187","712.2","283.8","0.0463","0.0091","0.1962","6.5","55.7","-2265.202844","GGA"
"337","1","NC_006127_-_INIP_CDS","0.083","220.7","91.3","1e-04","0","0.0948","0","8.7","-594.84359","GGA"
"338","1","NC_006127_-_NADK2_CDS","0.132","597.5","200.5","0.0599","0.0089","0.1483","5.3","29.7","-1694.332061","GGA"
"339","1","NC_006127_-_TMOD1_CDS","0.17","712.1","244.9","0.0536","0.0103","0.1917","7.3","46.9","-2147.165844","GGA"
"340","1","NC_006127_-_PRUNE2_CDS","0.409","5098.4","1765.6","0.4452","0.1032","0.2318","526.1","409.2","-21049.188142","GGA"
"341","1","NC_006127_-_SMU1_CDS","0.205","1087.4","424.6","1e-04","0","0.2438","0","103.5","-2962.099951","GGA"
"342","1","NC_006127_-_LIFR_CDS","0.214","2380.4","853.6","0.4489","0.0538","0.1199","128.1","102.3","-8958.382001","GGA"
"343","1","NC_006127_-_VLDLR_CDS","0.152","1799.6","651.4","0.1039","0.0154","0.1481","27.7","96.5","-5629.077304","GGA"
"344","1","NC_006127_-_CDC14B_CDS","0.168","1002","357","0.4749","0.0435","0.0915","43.6","32.7","-3098.743156","GGA"
"345","1","NC_006127_-_RFESD_CDS","0.235","233","82","0.3177","0.0503","0.1584","11.7","13","-849.00713","GGA"
"346","1","NC_006127_-_MEGF10_CDS","0.481","2395.1","994.9","0.0528","0.0256","0.4846","61.3","482.1","-7522.880122","GGA"
"347","1","NC_006127_-_FOXD1_CDS","0.05","302","133","1e-04","0","0.054","0","7.2","-1119.520879","GGA"
"348","1","NC_006127_-_RICTOR_CDS","0.145","3661.1","1342.9","0.0456","0.0073","0.1598","26.7","214.6","-10020.739642","GGA"
"349","1","NC_006127_-_SRFBP1_CDS","0.296","790.5","265.5","0.4699","0.0769","0.1636","60.8","43.4","-3286.034534","GGA"
"350","1","NC_006127_-_FST_CDS","0.096","751.6","277.4","0.0408","0.0044","0.1066","3.3","29.6","-1983.100339","GGA"
"351","1","NC_006127_-_SNX24_CDS","0.014","311.5","108.5","999","0.0064","0","2","0","-926.127152","GGA"
"352","1","NC_006127_-_CZH5ORF51_CDS","0.935","496.4","148.6","0.9588","0.3086","0.3218","153.2","47.8","-2068.882686","GGA"
"353","1","NC_006127_-_AVR2_CDS","0.747","265.1","115.9","0.5908","0.2056","0.348","54.5","40.3","-1521.417853","GGA"
"354","1","NC_006127_-_LMBRD2_CDS","0.159","1505.6","558.4","0.0575","0.0097","0.1693","14.7","94.5","-4246.657205","GGA"
"355","1","NC_006127_-_FAM151B_CDS","0.682","264.7","98.3","0.3316","0.1471","0.4437","39","43.6","-1192.905958","GGA"
"356","1","NC_006127_-_WDR36_CDS","0.178","1755.2","626.8","0.1326","0.0218","0.1647","38.3","103.2","-5690.570271","GGA"
"357","1","NC_006127_-_HINT1_CDS","0.162","265.2","112.8","0.143","0.0194","0.1357","5.1","15.3","-814.436189","GGA"
"358","1","NC_006127_-_LOC100858693_CDS","0.044","603.5","263.5","0.3417","0.0092","0.0268","5.5","7.1","-2040.535071","GGA"
"359","1","NC_006127_-_PJA2_CDS","0.416","1409.8","516.2","0.2909","0.0838","0.2881","118.2","148.7","-5533.963429","GGA"
"360","1","NC_006127_-_SLC14A2_CDS","0.186","822.5","344.5","0.1842","0.0269","0.1458","22.1","50.2","-3129.866582","GGA"
"361","1","NC_006127_-_WDR41_CDS","0.138","912.8","329.2","0.2173","0.0235","0.1081","21.4","35.6","-2876.854141","GGA"
"362","1","NC_006127_-_RPS6_CDS","0.079","528.8","212.2","0.0218","0.0019","0.0872","1","18.5","-1499.702836","GGA"
"363","1","NC_006127_-_NFIL3_CDS","0.117","990.5","347.5","0.1194","0.0134","0.1122","13.3","39","-2649.554773","GGA"
"364","1","NC_006127_-_SEMA4D_CDS","0.215","1869.2","689.8","0.128","0.0252","0.1973","47.2","136.1","-6092.427806","GGA"
"365","1","NC_006127_-_RGP1_CDS","0.346","714.4","326.6","0.0368","0.0125","0.3399","8.9","111","-2270.777994","GGA"
"366","1","NC_006127_-_NIM1K_CDS","0.012","685.8","244.2","0.3325","0.0027","0.008","1.8","1.9","-2255.101755","GGA"
"367","1","NC_006127_-_JAK2_CDS","0.167","2497","887","0.0543","0.01","0.1844","25","163.6","-7158.402021","GGA"
"368","1","NC_006127_-_MLANA_CDS","0.039","197.1","78.9","0.51","0.0103","0.0201","2","1.6","-817.806324","GGA"
"369","1","NC_006127_-_HMGCS1_CDS","0.114","1130.4","435.6","0.0504","0.0061","0.1206","6.9","52.5","-3372.270859","GGA"
"370","1","NC_006127_-_ABHD17B_CDS","0.139","640.9","223.1","0.0179","0.0031","0.1712","2","38.2","-1603.894664","GGA"
"371","1","NC_006127_-_MSH3_CDS","0.171","2256.3","779.7","0.1667","0.0249","0.1494","56.2","116.5","-7704.923628","GGA"
"372","1","NC_006127_-_LOC100858919_CDS","0.336","1347.2","575.8","0.2478","0.0587","0.2369","79.1","136.4","-5596.736137","GGA"
"373","1","NC_006127_-_PARP8_CDS","0.113","1789.9","682.1","0.0506","0.0061","0.1209","10.9","82.5","-4640.369984","GGA"
"374","1","NC_006127_-_NR2F1_CDS","3.738","745.2","313.8","0.0051","0.0214","4.1541","15.9","1303.6","-2754.143926","GGA"
"375","1","NC_006127_-_RHOBTB3_CDS","0.323","1310.8","507.2","0.1179","0.0349","0.2958","45.7","150","-4511.174132","GGA"
